사회 혼란 할수록 사이비 종교 판 친다 종북 좌빨 함께 이 세상 없어져야 할 악의 축 신천지	FALSE
그럼 전광훈 이	FALSE
좌빨 같은 소리 하	FALSE
박빠충들 없애야지 ㅋㅋ	FALSE
그 태극기 부대 같이 하는 전 도 그 쪽 이름 다르지 같은데 아님 진짜 기독교 들 다 손절 했다며 보수 약해지니까 좋게 말 하면 신 종교 보통 사이비 같이 세력 확장 하 신정 일치 즉 북한 김일성 주의 지금 보수 우파 진행중 본다 정치 종교 떨어질수 없는거라고 들 하지만 대놓고 대중 앞 종교 계 인사 하나님 까불지마 하는 사이비 필두 선전 선동 하 허락 하다니	FALSE
김일성 북한 현실 지도자 였고 곧 종교 한국 당 하나님 죽이는 신종교 전 의 종교 새로이 받아들이고 정당 종교 색 종교 정치 색 가미 해 동반성 장 획책 하니 이는 남 한판 조선노동당 건설 계획 할 수 있다	FALSE
요새 한국 당 하는 말 들어 보면 보수 이데올로기 약해지니까 계속 당 힘 집중 시키던데 니 들 무슨 자유 민주주의 추구 하는 정당 조선노동당 완성 낮은 조선노동당	FALSE
전광훈 목사 좀 쳐내 보시오 중세 기독교 국가 재건 할거요 이렇게 해 이 하나님 명령 못 한다고 사탄 마귀 들었네 불로 태워라 태워서 산다 인정 한다	FALSE
사이비 종교인 최태민 세력 탄핵 정국 사라지니 그 빈 공간 다른 사이비 채워 넣은거라고 변명 해	FALSE
내 대통령 되면 사회 어지럽히고 악행 일삼 는 사이비 이단 모조리 잡아 참수 할꺼 임	FALSE
일 베틀 딱 들 얘기 아니고 자 한당 정권 못잡으면 나라 망하라고 가짜 뉴스 사회 혼란 야기 하는게 일 베틀 딱이잖 앜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 신천지 뭐 다름	FALSE
정상 적 인간 들 문재인 김어준 같은 사람 지지 안함 진짜 사이비 빠지거나 그럴 가능성 있는것 들이 저런 놈 들 심취 해서 어떻 게 자신 들 정상인 것 포장 함 그 활동 일환 포교 남 들 사이비 빠져야 자기 정상인 되거든 평생 남 들 무시 받고 손가락질 받는것 들이 끼리끼리 뭉쳐서 생긴게 호남 향 우회 사이비 문빠같 똘갱 집단	FALSE
정상인 일베 같은거 안 어벙 집회 같은거 안나 혼자 거품 물 세상 좀 똑바로 봐라	FALSE
대 깨문 일베 메 갈 신천지	FALSE
틀 깨문 공산주의 빨갱이 페미 신천지	FALSE
lkr 종교 왜 존중 해야하나 종교 믿는것 들은 전부 정신 이상자 들	FALSE
구글링 하면 나옴	TRUE
개 무섭네	TRUE
신천지 민주당 대한민국 암 적 존재 들	FALSE
여기 민주당 왜 나오지 웃기	FALSE
기사 관계도 없는 댓글 이나 쓰는 친일 당 지지 자인	FALSE
요즘 기사 내용 한 번 읽고 무조건 더불어 민주당 엮어 댓글 써야 돈 준다고 시키나 봐요 ㅋㅋㅋㅋ	FALSE
대 깨 빤 뜬금 없는 댓글 질 웃고 간다	FALSE
자 한당 겠지	FALSE
신 천 지애 들 대부분 여자라서 페미 주의 강함	FALSE
어디서 홍어 냄새 난다야	FALSE
민주당 왜엮 어 너나잘햐	FALSE
자 한 당 냄새	FALSE
자 한당 지지자 수준 일 베틀 딱 수준	FALSE
도로 새누리당 포함 시켜줘 섭섭하게시리 왜 빼	FALSE
신천지 순우리말 하면 새누리 입니다 그냥 그렇다고요	TRUE
민주당 후 빨러 들 역겹다	FALSE
여윽시 네 일베 본진답게 토왜 들 살판 났죠	FALSE
신천지 새누리당 선거운동 했었다 뉴스 검색 해봐라	FALSE
민주당 암 적 존재 맞지 허구 언 날 데모 했던 놈 들 정권 잡고 거만하게 구 데 암 적 존재 아니면 뭐	FALSE
신천지 자 한당 대한민국 암 적 존재 들	FALSE
너 같은 문천 들이 제일 문제	FALSE
민주당 왜 뺌 ㅋㅋㅋㅋ 문 천지 제일 문제 같은 뎈 ㅋㅋㅋ	FALSE
암 덩어리 중 최고 문 재암 대한민국 말아먹은 역적 #민주당만 빼고 달창 들 댓글알바 지령 받아도 좀 창의 적 이어 봐라 좀 신천지 뜬금없이 자 한당 드립 하면 그저 달 창의 모자란 머리 드러내는 꼴	FALSE
신천지 문 재앙 열성 편	FALSE
느근혜 달이 똑같 제 뭘 따지고 드냐	FALSE
경제 ㅈ 같은데 그거 한 마디 했다고 달려들어 물어 뜯는 ㄹㅇ 홍위병 조선 패치 실천 중인 대 깨문이 이 걸 물 타 기한 다 고 엿 이나 드셔 ㅗ	FALSE
민주당 빼고	TRUE
이 댓글 절 웃긴게 신 천 지애 들 대부분 여자라서 페미 주의 절 강함 ㅋㅋ 성향 여성 평화 남북 평화 이런 쪽 ㅋㅋ	FALSE
ㄴ 그래서 넌 딱 생각 하는 수준 보니 일베	FALSE
문천 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 찰떡 ㅋㅋㅋㅋㅋㅋㅋㅋ	FALSE
대 깨문이나 신천지 사이비 종교 맹목 적 추종 면 일맥상통 하는 면 있음	FALSE
이만 희는 신 아니다 신천지 사이비	FALSE
이만 희 교주 유부녀 꼬셔 놀아 나다가 팽당 저런 놈 신 믿고 종교 핑계 돈 갈취 윗 선 들 돈 헤 먹는데 아무 것 모르고 열심	FALSE
신천지 통일교 그냥 미사일 쏴서 없애 버려 야할 개 사이비종교 임 ㅋㅋ	FALSE
아니 신 천 지애 들 왤케 수법 안 바뀌냐 심리상담 퍼스 널 컬러 그딴 거 신선한 것좀 가지 와 ㅋㅋㅋㅋ	FALSE
신천지 악마 숭배	FALSE
번 환자 신천지 ㅇㅇ	FALSE
신천지 사모 김남희 폭로 이만 희의 실체 알고도 신봉 하는 사람 들 도대체 누슨 생각 건지 빨리 정신차려서 가족 들 가슴 못 박는 짓 그만두길	FALSE
명륜 교회 이름 정확히 밝히고 폐쇄 조치 해놓고 신천지교회 왜 이름 쏙 빼고 두리 뭉실 대 구 교회 하는지 모르겠네요 대구 신천지예수교 회 다대오 성전 얼른 폐쇄 조치 시키시죠	FALSE
전광훈 대표 단체 사이비 지도 층 인사 대중 영향력 큰 사이비 목사 대통령 막말 하나님 친구 하는게 더 사이비 왜 신천지 같은 곳 교인 빼앗기나 전광훈 원로 목사 입네하는 넘 들이 정치 하 하나님 인간 중계 자라 자처 하는 넘 들이 더러운 입 하나님 방패 삼아 종교 더럽힌다 신천지 옳은게 뭐 조 그만 교회 주님 바라보는 목사 님 들이 불쌍하다	FALSE
맞다 게보린	TRUE
가정 파괴 인성 파괴 가출 이혼 조장 하는 사이비 신천지 여러분 들 조심하세요	FALSE
신천지 가 이단 사이비 종교 는걸 신천지 사람 알고있더라 구 빠져 나오기 힘들 뿐	FALSE
신천지 싹 다 처리 하면 우리나라 평균 아이큐 오를듯	FALSE
신천지 대 깨문을 놓고 사이비 종교력 대결 하면 누가 이길지 문득 궁금해진다 에일리언 대 프레데터 처럼 누가 이겨도 미래 없겠지만 ㅋㅋㅋㅋㅋㅋ	FALSE
박사모 이김 ㅅㄱ	TRUE
