내 장 담하건데 한국 기독교 총회 하나님 없다	FALSE
한기총 하나님 없다에 한 표	FALSE
코로나 방역 안 지키는 너 네 들 이단 구별 다 고 ㅋㅋㅋㅋㅋㅋㅋㅋ 내 보기 니 네 더 사이비 이단 너 네나 잘 해라	FALSE
적어도 한기총 한 교총 등 하나님 안 계실것 같은데 바이러스 뿌려 방역 방해 다녀 하지말라는 건 죄 다해 이런 집단 하나님 계실리 만무해 보입니다만	FALSE
별 걸 다 하네 마귀 들 ㅋㅋ	FALSE
교회 들 돈 곧 하나님 아니었나요	FALSE
열매 보면 나무 알수있다고 하셨습니다 목회자 자기 배 불리는 모습 들 세습 교회 안 불법 등 과연 기 성 교단 하나님 계실지 의문 요 예수님 좁은 문 들어가라 하셨는데요	TRUE
아픈 역사 입니다	TRUE
아픈 역사 잊으면 안됩니다	TRUE
혼돈 세상 인문학 무장 해야 편암 하다 남아 수 독 권	TRUE
정말 작 금 나라 상황 끔찍합니다 사법부 행정부 이제 입법부 미래 국민 태아 살인 권 버젓이 주장 하는 상황 입니다 국민 지켜야 할 국가 절대 약자 들 외면 하며 죽여도 된다고 문 열어주려고 합니다 나찌 정권 히틀러 아리 안종 외 인간 청소 주장 하여 대 학살 감행 하였습니다 이제 성인 이외 약자 들 퇴 출 시키려는 이 끔찍한 상황 온 국민 들 막아 서야 합니다 그것 여성 위 하는 길 합니다 침묵 악 입니다	FALSE
이상원 교수 님 감사합니다 생명 귀중함을 말씀 해 주셔서 고맙습니다 태아 생명 잉태 된 순간 사람 생각 합니다 결국 여성 태아 위 해서도 낙태죄 유지 되어야 한다고 생각 합니다 무엇 청소년 들 키우는 가정 부모 로서 낙태죄 유지 되어야 한다고 생각 합니다 성 자유 주의 사상 아이 들 동성애 차별금지법 혼전 성관계 부추기지 말기 바랍니다 정부 기관 나서서 동성애 미화 낙태죄 없애 무 분별 낙태 행해지면 결국 제일 큰 피해 여성 태아 청소년 입습니다 낙태죄 폐지 반대 합니다	TRUE
정부 가장 큰 임무 국민 생명 수호 입니다 그래서 국민 들 엄청난 세금 내고 권력 국가 부여 하는 것 이지 그런데 국가 미래 국민 살해 합법 화 시키겠다고 한다면 이 것 국가 테러 입니다 이 국가범죄 막아 서야 합니다	TRUE
맞습니다 눈 보이지 않는다고 해서 태아 사람 여기 않고 낙태 허용 한다면 분명히 이 것 생명 경 시로 이어질 것 입니다 아이러니 일 입니다 척추동물 고통 느낀다고 하여 동물학대 대해 서도 처벌 강화 해달라고 요구 하 거나 동물권 외치는 마당 낙태죄 폐지 하여 낙태 자유로이 해달라 하는 것 낙태죄 폐지 할 문제 아니라 남성 책임 법 도입 출산 함 있어 어려운 것 들 보안 하는 방향 개정 되어야 합니다 생명 권 우선 시 될 권리 없습니다	FALSE
낙태죄 지켜서 국민 생명 보호 해주십시오	TRUE
이상원 교수 님 감사합니다 우리 여성 들 대한민국 저출산 걱정 합니다 정부 여성 출산 가부장제 억압 선동 하는 급진 페미니즘 이데올로기 경계 해야 합니다 정부 낙태 합법 화 시킬 생각 출산 행복한 나라 아이 키우는 것 걱정 안되는 나라 만드는 일 집중 해 주시길 부탁드립니다	TRUE
그러게요 코로나 온 국민 마스크 쓰고 서로 생명 안전 위해 노력 있는데 사회 경제 적 이유 낙태 합법 화 말 안되죠 태아 사람 입니다	TRUE
태아 살인 여성 인권 근데 산부인과 의사 샘 주 하는 낙태 수 술시 조각 태아 뼈 인해 엄마 자궁 손상 입어 심하면 자궁 적 출하거나 사망 할수도 있다고 전문가 소견 말 하시더라 여성인권 운운하다 태아 여성 사망 한다	FALSE
여성 계 는 낙태죄 폐지 주장 할 것 아니라 모성 보호 지원 하는데 힘써야 한다 소수 쓰레기 들 대변 살인 선동 하지 말아라 낙태 살인	FALSE
무너지는 생명 존엄성 ㅜㅜ	TRUE
낙태 살인 입니다 가장 작고 약한 사람인 태아 보호 해 주세요 낙태 여성 해방 시키는 게 아니라 성의 노예 만들며 여성 정신과 몸 피 폐하 만듭니 다른 이의 생명 빼앗아 누리는 건 진정한 자유 아닙니다 가장 중요한 인간 기본권 생명 권 보장 해 주세요 생명 선택 해 주세요	TRUE
합법 적 살인 막아 야한다	TRUE
누가 사람 죽이는 법 만들라고 권한 부여 했나요 입법부 본연 임무 진짜 약자 죽 부정 행위 정당화 하나님 주신 자유 제한 짓 밟는 입법 행위 당장 중단 하세요 죄 결과 사망 입니다 반드시 본인 들 지게 됩니다 대까지	FALSE
심은데로 거두리라 ᆢ 아무리 우기 아기 죽임에 동참 해봤자 ᆢ 결론 아기 지으신 창조주 심판 그 일 동참 모든 자 돌아감을 명 심하라 ᆢ 살인자 천국 입성 불가하다고 하신다 ᆢ 늦기전 회개 하	FALSE
세월호 노란 리본 생명 사랑 줄 알 달았는데 정부 생명 대 하는것 보고 아닌거 알 떼서 버렸어요 어떻게 인간 생영 마음대로 죽일수있는 ㅇ 법 만들수 있습니까 위선 자 들	FALSE
사실 제 의견 임신 초기 낙태 살인 행위 생가 됩니다 여러가지 이유 대며 이경우 낙태 해도 된다고 좀 느슨히 말 하는 분도 계시 어찌 되었든 임신 초기 부터 태아 완전한 생명체 낙태 살인 입니다 낙태 반대 낙태 반대	FALSE
낙태 살인	FALSE
안 그래도 인구 절벽 시대 낙태 전 면허 용하면 누구 이득 될까	FALSE
맞습니다 이 정부 생명 살린다며 생명 죽이는 낙태 허용 법 취소 되어야 합니다	TRUE
낙태 태아 여성 자신 몸 마음 죽이는 것 인권 포장 하지 말라 선택 적 인권 지긋지긋하다	FALSE
여성 보호 하는 미명 아래 여성 위험 빠뜨리는 여가부 존속 하는 것 옳은지 의 구심 듭니 여가부 국가인권위 이데오 로기 매 생명 경시 앞장서지말고 목적 맞게 처신 하세요 낙태죄 존속 당연하고 간통 제도 부활 하는것이 여성 들 보호 받고 사는길 입니다	FALSE
피임 확실히하라	TRUE
아이 키우기 힘든 나라 입니다 누가 낙태 을 하고 싶겠습니까 능력 되면 열심히 키우고 싶죠 하지만 도와주는 사람 없고 돈 많이 들고 돈 없는 집은 비교 당하기만 하고 버는건 한계 있고 혼자 살아가기 힘든 세상 아이 책임 지기 한계 부딪치죠 나라 키워주는것도 아니잖아요 오로지 여성 혼자 몫	TRUE
독재 싫어 쟤 싫어 근데 쎅쓰 좋아	FALSE
저 ㄹㅇ 대 초반 와 꾸냐	FALSE
미국인 들 좋아하는 자유 그대로 행동 했는데 뭐 문제 임 ㅋㅋㅋ	TRUE
자유 다 해도 되는건 아니야 우리 자유로운 대한민국 국기 대한 경례 하는데 우리나라 다 맘대로 하는 나라 생각 좀 하고 말 하자 급식	FALSE
걸레 빤다로 행주 되나	FALSE
